File Name,Content,Sentiment_GPT,Sentiment_Vader,Manually
@bestaddress_video_7217905170724834606.txt," Did you know that there's a five and a half mile long barrier around the United States capital? I'm Joe Himmily, today I'm on Capitol Hill in Washington, D.C. You may not notice the barrier because it consists of these posts which are called ballards. They appear to be decorative, but they actually serve another very important function. After September 11th, the security and safety of federal property became a priority. Just one month after the attacks, these ballards were installed around the capital building. These ballards do little to stop pedestrians, but they weren't designed to. They were designed to stop vehicles, and each ballard can stop an eight-ton truck traveling at 50 miles per hour. They cost $7,500 each, and there are 7,000 of them. They were designed by the Architect of the Capital and the Capital Police, and produced by Empire Steel Castings of Pennsylvania-based company.",neutral,negative,neutral
@bestaddress_video_7219060138731326766.txt," Did you know that their old parts of the capital building sprinkled throughout Washington, DC? I'm Joe Himmily and today I'm at the National Arbor Reedum. These columns are just shy of 200 years old. They are made of sandstone quarried from northern Virginia and were used to support the East Portico of the capital building. They were installed in the mid 1820s and remained there until the capital was remodeled and expanded between 1958 and 1962. These unfluted Corinthian columns were put into storage until the 1980s when they were put on display here at the National Arbor Reedum. Now I'm in Rock Creek Park and a few steps off the trail you'll find a chain link fence with large piles of stones behind it. These stones were removed during the same renovation as the columns and placed here. You used to be able to walk amongst them but they recently installed the fence here to protect the stones. You can still see some of the intricate details carved into the stones. And here you can still see the white paint they used when they were part of the capital.",positive,positive,neutral
@betoorourke_video_7103228425296661806.txt," Flanked by the longtime leader of the National Rifle Association, Governor Greg Abbott signed seven controversial bills. One included the controversial Permanent List carry bill. The law eliminates not only the license, but also the written test, training, and state background checks. Texas law enforcement officers say allowing people to walk around in public with guns that they may or may not have been trained to use is a really bad idea. This is our job, the jobs of our men and women more dangerous. It's reasonable and important to ask that someone carrying a firearm in public know how to safely handle and store a gun. It is extremely easy to buy a gun in the state of Texas. Nons are bought in Texas and then smuggled into Mexico. Back in 2015 when Greg Abbott was running for governor and tweeted, I'm all capsid in the US. Texas number two in the nation for gun purchases behind California. Let's pick up the pace. Texans. Now many people may remember that after school shooting at Santa Fe High School in Texas, four years ago Governor Abbott shared a plan to stop school shootings. The next year, loosened gun laws. It is our latest mass shooting, but it will not be our last. Thank God Texas is leading the way for the country.",negative,negative,negative
@bfrashine_video_7179825891655273774.txt," So Harry, aka typical Democrat, posted this video where he's basically criticizing Trump, calling him a terrible businessman. All because over the course of a five-year period, Trump took incredibly large losses. And over here, I'm sorry it's blocked, but it says federal income taxes paid, and these numbers range from zero? All the way up to hundreds of thousands of dollars. And the reason for this is because when you are an everyday investor or a billionaire like Trump, you take losses in order not to pay taxes. That's not illegal. That's just how taxes work. Even small businesses do it. This is not a new concept. You can investors as the main example, they will sell whatever they invest in, take a major loss in order to pay taxes that are so low that it doesn't hurt them or pay no taxes at all. For example, I know you can't see it, and I apologize, but in 2020 when Trump took a $4.7 million loss, he did not pay any federal income tax. There is nothing bad about that. There is absolutely nothing illegal about that. That's just how taxes work.",neutral,negative,neutral
@bigjim069_video_7113238950172511530.txt,,,,
@blackgemspeaks_video_7332287004480195886.txt," Ich bin hier, damit wir endlich zeigen, dass es eine große Mehrheit gibt, die gegen den Recht extrem ist, und dass es nicht die schreigende Mehrheit ist, die hinter der AfD steht und die gegen die AfD steht. Die AfD macht uns natürlich große Sorgen, gerade so rechts, Wut, etc., in der Demokratie geht es natürlich gar nicht. Und ich finde dafür müssen wir wirklich kämpfen, dass da halt nicht wieder Sachen passieren, weil nie wieder es ergibt.",negative,negative,negative
@blaycewilson_video_6892852782513032454.txt," This boy right here was suspended over a pop tart. So the second grader right here was just channelling down on a pop tart. He said he was trying to make it the shape of a mountain, but his teachers mistook it as it being the shape of a gun, so he ended up being suspended for it. The boy's family ended up taking the school to court. I'm not sure what exactly happened, like what the final verdict was, but I know for sure he did get a lifetime membership to the NRA. So yeah, don't get in trouble because that's con scurry.",negative,positive,negative
@bloodyvoices_video_6833484099915664646.txt, Thank you!,neutral,positive,positive
@blueeyesandbluepolitics3_video_7358534542208077098.txt, Are you familiar with Lincoln Riley?,neutral,neutral,negative
@blueeyesandbluepolitics3_video_7358824290680163627.txt," Masks a desire for a nationwide ban. If you're asking me do I favor a national ban that would take this issue out of the hands of voters I do not and I never have. I do not, not, not, never have, never have, never have. Do I favor a national ban that would take this issue out of the hands of voters?",negative,negative,negative
@bluesky_3333___video_7222314785688407342.txt," Redisquer King is like an election in reverse! In 2016 and 2017, federal courts ruled that both of these maps were unconstitutional. They said what North Carolina Republicans did wasn't just gerrymandering. It was racial gerrymandering, done to deliberately dilute the political power of black people. The courts said the Republicans in the North Carolina State House now have to redraw the lines without looking at racial demographics. So, they went back to Tom Houghler. This time Houghler couldn't look at race. Instead, he looked at which area is voted for Democrats and which area is voted for Republicans. Instead of a racial gerrymander, it would be a partisan gerrymander. Here's that map using data from 2014. The bluer in area, the more Democratic voters there are. Now, if you zoom in here to Greensboro, you can see one of the highest concentrations of Democratic voters in the state. Houghler drew a congressional district line to crack this community in half. This meant Democrats here for now in the minority and their district. And Democrats here were also in the minority and their district. Houghler employed these techniques all over the state to create North Carolina's new political districts. And the first big test for these new maps would be the 2018 election. Democrats were expected to turn out in drove. Democrats are vying for a potential blue wave. The wave that Republicans fear is going to wipe them up. So, how do the maps do? For state representatives, Democrats got 51% of the vote. They only won 46% of seats. For state senate, they received half the vote and won just 42% of seats. And for Congress, you already know how that one turned out. Democrats won nearly half the votes, but won only three out of 13 seats. A year later in 2019, the Supreme Court weighed in. They said it was beyond their reach. That it wasn't their job to fix it. All of this raised an existential question. If Republicans could continue drawing the lines of stay in power, how could they ever be elected out of office? But the Supreme Court's ruling left open the possibility for state courts to rule on partisan gerrymandering. And in September 2019, that's exactly what North Carolina's Supreme Court did. The court found that partisan gerrymandering violated the state constitution. In the court's decision, it was Houghler's files that helped prove that North Carolina Republicans drew these lines with a clear intention of benefiting themselves. Ultimately, the court said North Carolina Republicans had to redraw the state house and state senate maps. One more time. This new map, approved by North Carolina legislators, is much less biased toward one party, even though it took some extreme measures and nearly a decade to force politicians to draw a fair map. In the last few years, the courts in several states, like Florida and Pennsylvania, have made partisan gerrymandering much harder. And now that's also the case in North Carolina. Houghler's gone now. But in other states across the country, many maps he helped draw are still in use. And while there's now a clear strategy to challenge those maps in state courts, many voters are still, effectively, not choosing their representatives. It's like Houghler said, the representatives are choosing the voters. Of course, redistricting is democracy at work. Redistricting is like an election in reverse. It's a great event.",neutral,positive,negative
@bluewave2024_video_7166844997545774379.txt, I just can't get enough right Just always so puffed right I'm not bad type Make your mom a sad type Make your girlfriend mad type My seduce your dad type I'm not bad Guy,negative,negative,positive
@born_again94_video_7329006478269123886.txt," Now does that look like the face of a man who would stop you from adopting a child in need? Because you're a Christian with values and morals and not delulu and know that it is not appropriate for a child to be able to identify as an object or an animal or The opposite sex just because they feel like it on the inside A.K.A. have been indoctrinated to believe so does this look like the face of a man who would do that to you? Huh America? Well, if you said yes, you would be correct Yes, because that is what the demonic house of Biden is up to now Christians could be banned from fostering children under Joe Biden's new plans. Let's take a look showing a Group of Republican attorneys general have warned that Joe Biden's new proposals would drive Christians out of the foster care system The new rule will remove the faith-based Providers from the foster care system if they do not change their religious beliefs on sexual orientation and gender identity Already sounds like an attack on the Constitution, but let's keep going On Monday Alabama attorney general Steve Marshall along with 18 Republican colleagues in other states wrote a letter to the US Department of Health and Human Services calling for the Biden administration to change the rule The group claimed that the requirements for the foster care families violates the Constitution there it goes yet again And discriminates against people who uphold a biblical view on sexuality and gender Valid valid let's continue new plans would require foster families to utilize a foster child identified pronouns Chosen name and allow the child to dress in an age-appropriate manner that the child believes reflects Believes reflects their self-identified self-identified gender identity and expression The proposals named the safe and appropriate foster care placement requirements also ensure a safe and appropriate placement for any child Identifying as LGBT plus Where is the P I thought the P stood for pedophile anyway in order to be safe and appropriate Providers must establish an environment that is free of hostility Mis-treatment or abuse based on the child's LGBTQI plus I thought it was LGBT I these people like they really don't know their mouth from their ass like it's weird status sorry excuse me. I have a little dyslexia anyway HHS Secretary Xavier whatever his last name is said this is going to change the complexion of how we view foster care treatment For our foster kids, but most importantly how we look at the people who we rely on to take care for foster kids Let's keep reading some more of this Fudgery shall we? However the attorney general's hit back saying that the proposed rule would harm children by limiting the number of available foster homes harm families by risking kinship placements and Harm states by increasing costs and decreasing care options sounds very logical to me They wrote these injuries will be suffered while HHS fails to solve a problem that the Proposed rule does not even prove exists in foster care In other words Joe Biden is speaking out of his behind He doesn't have any actual proof that this is happening to where he needs to push this new agenda Their letter also highlights that the foster care system depends on both individuals and Organizations of faith The latest data suggests that nearly 391,000 children were in foster care in 2022 and it will be estimated that 416,500 children will be in foster care by 2027 Without faith-based Organizations and foster homes the foster care system would face a critical lack of placement options the AGs wrote They added that the caring for children is in need is a duty of the Christian faith which it absolutely is this is literally Scriptural Marshall said since the first century Christians across the globe have answered to the call to provide a home and a family to children who had neither Alabama boasts a particularly strong faith-based foster care and adoption community and I will fight this administration for them every step of the way Congratulations America. This is now Biden's America because of your complacency Because you didn't put your foot down the first time you saw the fuckery happening Because you have forgotten God Because you were more afraid of losing your job for speaking the truth than raising your voice and fighting against corruption Wold to you America who is currently under the judgment of God who has turned his face away from you Who has turned his face away from you because of the ungodliness that you are allowing to run rampant in this country and By the way We fight not against flesh and blood ladies and gentlemen, but against principalities and Evil in high places and unless you are a Christian unless you are a believer unless you are awake Then you don't know that behind that flesh behind those eyes Isn't a human anymore Joe Biden is long gone What's behind those eyes is an evil and inexplicable evil that is only going to continue to do harm At what point are you going to get up and fight America at what point are you going to go back to God?",negative,positive,negative
@bradonmatthews_video_7270212650745761067.txt," It is so insane to see these right-wing fitness influencers talking about how fitness is right-wing extremism now. Although left thinks that working out now is just way too extreme and radical, like it's just such a disingenuous argument, like no dude, nobody is saying that lifting weights is a right-wing activity. What they are correctly pointing out is that a lot of fitness influencers and people in the fitness space are right-wing, anti-vaxx, transphobic, QAnon conspiracy theorists. There is nothing all right about just exercising. But a lot of people who exercise are all right. That's the problem. And what people are pointing out on the left is that these people are like creating a pipeline for young boys who are just interested in bettering themselves to become all right, misogynistic extremists. Don't let them convince you of this narrative that like people are saying that exercise is inherently right-wing extremists. Nobody is saying that.",negative,positive,negative
@bravelyliving_video_6929601829483334918.txt," Welcome back to Heidi's genealogy corner. Today's victim is Josh Holley. Josh was born in Springdale, Arkansas in 1979. This is normally about the time I start going into his family history and telling you how he's gonna die soon. It ain't gonna happen. His family lives until their 80s and 90s, so we gotta get him the fuck out of there or stuck with him for the next 40 fucking years. I am though gonna tell you about his fourth great grandfather, Nathan Holley. Nathan was born in 1783 in East Bradford, Pennsylvania. And they were Quakers! Why is being a Quaker important you ask? Well, because the Quakers were the first abolitionists really since the 1600s. Oh, how far we've come though Josh? Look at you! condemning the NBA for their BLM support. That's right, Josh comes from a family of abolitionists and is now prejudiced as fuck. How the hell does that happen?",negative,negative,negative
@breakingnow_video_6833624370166910213.txt," Hey guys, we're in the Capitol Hill neighborhood of Seattle right now. I don't know if you can hear me, but we have police now advancing on. Oh my gosh. Oh, we're moving. We're moving. Okay. Go this way. Go this way. Go this way. Go this way. Go this way. Go this way. Go this way. I got you. I got you, I got you. I got you.� You got me. I got you. I got you. We have a security team with all of our core respondents. They're very, very similar. We're back and off. We're back and off. We're here, here. Here and here. There is severe Looking and Fire Working to play by Seattle Police, where we're treating on heute day being baseballuck plumbers once a year. Joe Ling, I don't love having you up against offense. Do you have a way out of there?",negative,negative,negative
@brent357475_video_7107400875026730286.txt, I'm not single. I'm taking. Taking my bad ass to make a dick! Yeah!,negative,positive,positive
@brent357475_video_7124053516271881515.txt, There's no possible way this one can harm me. It had 99!,negative,negative,positive
@brent357475_video_7255027906055818538.txt,,,,
@brent357475_video_7255029813499448618.txt," And I didn't want a little Lord, I wanted it all. It was when it was in, it was out the hell.",negative,negative,neutral
@brent357475_video_7256185593112038698.txt, Oh my God! I'm gorgeous!,positive,positive,neutral
@brent357475_video_7256186737884499243.txt, Thanks for watching!,positive,positive,neutral
@brentlouissebalte_video_7261203981513362693.txt," Kaleng dali, dali, dali, dali, dali, kapit, dali, dali O, sinasya ang lakas ng dating ang lakas ng dating ang lakas",positive,neutral,neutral
@brentlouissebalte_video_7316400843589225733.txt, Ang asna min natural ibang klasi yung tinde Ismut yung mga la At ko yung inyo tabing e Ok yung kok Chaka JD Binabako mo na tumata waga saykuya Dokmatik tungkol sa pera anulok Ano kanta,neutral,positive,neutral
@brigette0680_video_7353945266648616234.txt," any of that. Do you think? No, not at all. And outsiders perspective, it seems like Mike Johnson is working, the Speaker of the House, the Republican Speaker of the House, the supposed conservative is working with the Biden administration to put the priorities of Ukraine above the priorities of the United States and to do something that his own voters don't want him to do. Is that true, do you think? Yeah, that's absolutely true, Tucker, because the details of the forward-and-aid package that we're going to be voting on next week when we go back to Washington, we're reading about the details in the news. Let me tell you something, not one Republican member of our conference that I have spoken to has any idea what is in this forward-and-aid package that's going to give $60 billion to Ukraine, and that is even the leadership offices. They haven't heard from Mike Johnson on the details. We're reading about it in the news the same way the American people are, and it's outrageous. You saw Zelensky right there on that interview talking about, oh, we're going to lose territory. Oh, we really need this money. This $60 billion should have been approved yesterday. Let me tell you, we are losing our country to the illegal invasion that's happening every single day at our southern border, and I am so pissed off about it because the American people are pissed off about it. And while our so-called Republican Speaker of the House is only working with Chuck Schumer and Hawkeye Jeffries and Ukraine first, Mitch McConnell and the White House and Jake Sullivan who he talks to on the phone all the time, we are angry and people have had it. We don't want $60 billion to go to Ukraine because as we slept last night, Tucker, we just went $40 billion more into debt, and that's because the interest in our debt is so huge and our debt is so massive. This is happening while we sleep every single night. So no, we don't want to send $60 billion to Ukraine. We want to put our country first. It's time to hear about America. So I mean, is it true? Do you think that the Republican Speaker would bring this up at when your recess ends and get it passed without the majority of Republicans but with Democrats? It could that actually happen? Yeah, yeah, because that's what he's planning to do. Here's what I've been told. The first off, let's go back, Tucker, the last vote that we had on any Ukraine funding was on September 28th of 2023. That was only months ago. And that vote only 101 Republicans voted yes for $300 million. $300 million to go to Ukraine. And that was because I pitched an enormous fit and said, take this money out of our Department of Defense. We should not be funding a foreign war in order to fund our military. That's completely wrong. And our military, their mission is stated on their website is to put our national security first. It's all about our national security. Fighting a proxy war with Russia and Ukraine, which is a non-NATO member nation, is not protecting America's national security interest. It doesn't protect the United States of America. As a matter of fact, that pushes us closer and closer to World War III. So we had that vote on September 28th, 2023. 117 Republicans voted no. That was the majority of the majority. Every single Democrat voted yes. Every single one. They had zero Democrats vote no. Our Republican Speaker of the House is planning to suspend the rules next week. He is planning to not put this bill through the rules committee. He's not going to allow us to do any amendments. Amendments are our way of changing a bill. Amendments are our way of putting our district's interest who we represent. That's our job title, representative. It's our way of changing a bill. My Johnson is going to tie our hands behind our backs and not allow us to do that. As he brings that bill to the floor, every Democrat will vote for it and a small portion of Republicans less than the majority will vote for it as well. And this isn't a Republican Speaker we have right now. This is a Democrat Speaker of the House because there is zero daylight between what Nancy Pelosi did last Congress and what Mike Johnson is doing now is our so-called Republican Speaker of the House. It's just an amazing thing to see. Will he take a call from you? I'm planning to speak with him on Friday and I'm very much looking forward to that. It's just interesting that he's talking and a lot of people in the media are talking. We haven't been able to talk to but to Zelensky who's a foreigner with his own interests, of course, but not an American and certainly not we hope a voter in this country. But all these people take calls from Zelensky and are swayed by him. Is it a little weird to see an American Speaker of the House pay closer attention to a foreign leader or a number of different foreign leaders than he would to his own voters and colleagues in the House and our legislative body? Yeah, absolutely, especially considering Mike Johnson has completely changed his character in a matter of about five months after he has become Speaker of the House. Mike Johnson is a Christian. He called himself a conservative, always has been. He's a Republican member but yet here we are after the minibus was passed just almost two weeks ago in Washington and now with the $60 billion going to a war in Ukraine that Americans, 70% of Americans do not support it. That's the most recent polling, 70% of Americans and the majority of our majority of Republicans do not support funding Ukraine. People want to see a peace deal in Ukraine, not murdering more Ukrainians and more Russians. This needs to end. No, Mike Johnson has made a complete departure of who he is and what he stands for and to the point where people are literally asking is he blackmailed? What is wrong with him? Because he's completely disconnected with what we want. Do you think he is being blackmailed? I have no idea.",negative,positive,negative
@brutamerica_video_7080639182887996718.txt," 13, 14, 15, 16, 17 dollars go to administrative costs. We can spend that money to let patients see dentists. We could spend that money to let patients pay for hearing aids to help older adults afford eyeglasses to bring down the cost of prescription drugs, to finally pay mental health professionals for the work they do. Instead, all this money is wasted. All this money is used to, through pay big insurance to push paper. It's death by 200 billion paper cuts. Private companies spend 17 times more on administrative costs than Medicare. What are private insurance companies spending on that Medicare is not? Does Medicare spend hundreds of millions of dollars on television advertisements like private insurance does? No. Does Medicare spend millions of dollars on stock buybacks to shareholders? No. Does Medicare spend money on marketing? Private insurance likes to put its name on stadiums and HGA tournaments. Is there a Medicare arena? No. Does Medicare spend $23 million on executive pay like private insurance companies do? No. We know how much it costs to run a high-quality health insurance program. $1. Out of $100, research shows that Medicare spends 1.1% on administrative costs. We spend $4 trillion on health care every year. We could save $200 billion on administrative costs with Medicare for all. And those savings, they could go to expand Medicare. There's a cost to letting insurers paperwork, patients, and providers to death. And that cost of inaction is $200 billion on administrative costs. Now, administrative costs waste money, but they also waste health care workers' time. A recent study found that a majority of doctors, 56%, support a single-payer health care program. Why? Because today, doctors spend only one quarter of their time with patients. What are they doing with the rest of their time? Paperwork. Medicare for all would save a many on administrative costs, $200 billion a year. Medicare for all would give patients the most choices, 99% of non-pediatric providers. And Medicare would let doctors practice medicine. Not surprisingly, given these three things, what do we get with Medicare for all? Better health outcomes. And that's why I support Medicare for all. Because I support patients over paperwork.",positive,positive,negative
@brutamerica_video_7267626026497314094.txt," Tell us, I need 11,000 votes. Give me a break. Former President Donald Trump and 18 other people have been indicted for interfering in Georgia's 2020 presidential election. This is the culmination of a two and a half year investigation into Trump's efforts to overturn his narrow loss in Georgia in November 2020. A Fulton County grand jury returned a true bill of indictment, charging 19 individuals with violations of Georgia law arising from a criminal conspiracy to overturn the results of the 2020 presidential election in this state. The investigation began after recording was leaked of Trump talking on the phone with Brad Rathansberger, Georgia Secretary of State, on January 2, 2021. I just want to find 11,780 votes, which is one more that we have. During the hour-long phone call, Trump assisted he'd won the state of Georgia, alleged fraud, and asked Rathansberger to help him, quote, find and evotes to help him overturn Biden's victory. Trump has been charged with 13 counts, including charges of felony racketeering and numerous charges of conspiracy. Some of his co-defendants include former White House Chief of Staff Mark Meadows, Brutti Giuliani, and former Justice Department official Jeffrey Clark. In a truth social pose, Trump said he'd hold a press conference next week during which he plies on presenting a quote, irrefutable report on the election fraud he claims to place in Georgia.",negative,negative,negative
@brutamerica_video_7330347526215732523.txt," You didn't take any action. You didn't take any action. You didn't fire anybody. You haven't compensated a single victim. Let me ask you this. Let me ask you this. There's families of victims here today. Have you apologized to the victims? Would you like to do so now? They're here. You're on national television. Would you like now to apologize to the victims who have been harmed by your product? Show them the pictures. Would you like to apologize for what you've done to these good people? I'm sorry. I'm sorry. I'm sorry. I'm sorry. I wasowa said, you want that it's not very messy, it feels nice to us. You'll feel that it's not easy. That's not a lot of migration. That's enough for your family to have Lord Philip. that's a lot of updating pigs. I didn't want to be young. Not really grown so quickly. But I actions like I don't know how to manage mothers here. I think that you're supposed to go back to Europe this Christmas and it's not permanently known to that figure to sort of use you through the things that your family has had to suffer. That's a bütün Network. And this is why we invest so much, 900 new drinking water. Is it that you can client you hide behind a liability shield you can't be held accountable shouldn't you be held accountable personally? Will you take personal responsibility? Senator, I think I've already answered this. I mean this is these will try us again. Will you take personal responsibility? Senator, I view my job and the job of our company is building the best tools that we can to keep our community safe. Well, you're failing at the two. Well, Senator, we're doing an industry leading effort. We build a new law sentence. Your product is killing people. Will you personally commit to compensating the victims? You're a billionaire. Will you commit to compensating the victims? We set up a compensation fund. Senator, I think these are these are with your money. Senator, these are complicated. No, that's not a complicated question. No, that's yes or no. Will you set up a victim's compensation fund with your money? The money you made on these families sitting behind you? Yes or no? Senator, I don't think that that's my job is to make good tools. My job is to make sure that your job is to be responsible for what your company has done. You've made billions of dollars on the people sitting behind you here. You've done nothing to help them. You've done nothing to compensate them. You've done nothing to put it right. You could do so here today and you should. You should, Mr. Zuckerberg.",negative,positive,negative
@buckhorncliffs_video_7335172475304545567.txt," US National Security just released a PDF joint guidance identifying and mitigating living off the land techniques. The organizations behind this were the US Department of Energy, Cybersecurity Infrastructure, National Security Agency, the FBI and a lot more. Living off the land techniques. First off, what does it mean? It has nothing to do with actually living off the land and has everything to do with cyber threats. A cyber attack against government or municipal systems could very much impact all of us. How? Disruption of public services, utilities, transportation and emergency services could be affected. Attacks on government databases may compromise personal data. Disruptions can affect local businesses leading to economic downturns. Even communication options could be impacted. So how do you prepare? Easy answer? By becoming more self-sufficient. Cyber attacks are inevitable. The impact of what they could cause is what's debatable. But my question for you is what are you doing or know you should be doing to prepare? Let us know in the comments.",negative,negative,neutral
@buildingphotos_video_7208758954296479018.txt," It's just a cigarette and it cannot be that bad Honey, don't you love me, I didn't know it makes me sad It's just a cigarette like you always used to do I was different than I don't need them to be cold It's just a cigarette and it harms your pretty world Well, it's only twice a week so there's not much of a chance It's just a cigarette and it'll soon be only 10 Honey, can you trust me when I want to stop working?",negative,positive,negative
@buildingphotos_video_7231747539161255214.txt," It's just a cigarette and it cannot be that bad Honey, don't you love me, I didn't know it makes me sad It's just a cigarette like you always used to do I was different than I don't need them to be cold It's just a cigarette and it harms your pretty world Well, it's only twice a week so there's not much of a chance It's just a cigarette and it'll soon be only 10 Honey, can you trust me when I want to stop working?",negative,positive,negative
@buildingphotos_video_7258041560686972206.txt," It's just a cigarette and it cannot be that bad Honey, don't you love me, I didn't know it makes me sad It's just a cigarette like you always used to do I was different than I don't need them to be cold It's just a cigarette and it harms your pretty world Well, it's only twice a week so there's not much of a chance It's just a cigarette and it'll soon be only 10 Honey, can you trust me when I want to stop working?",negative,positive,negative
@bunchycarter2k_video_7286291778448264490.txt," The Republican Party in Texas was started on the 4th of July 1867 in Houston, Texas by 150 blacks and 20 whites. It was that way across the South. Republican parties were started in the South by African Americans. In the state of Texas, two of our first three statewide Republican Chairman were African American. The first 42 black legislators elected in Texas were all Republican. The first 112 black legislators elected in Mississippi were all Republican. The first 190 black legislators elected in South Carolina were all Republican. The first 41 in Georgia, the first 127 in Louisiana. So now you've got all these African Americans really stepping up and starting to gain political standing, political power. Now you have Democrats on the other side who have been very racist. It's in their platforms. They support the Grudge Scott decision. They think the future of slave law is great. They started a nation to keep slavery alive, very racist. And so now they're facing a situation where that these blacks are now their rulers, are now in office, are now U.S. senators, are now U.S. How do you stop that? 1866 Democrats themselves started the Ku Klux Klan. Its purpose was not to kill blacks. Its purpose was to take control and return Democrats to power. Their stated purpose in the KKK was to stop Republicans and restore Democratic control. Now if you're looking for a Republican that you want to take care of, you can wipe out any black you want because there are 100% Republicans at that point in time. You can't wipe out any white. I mean some whites might be Democrats. You've got to be a little more judicious when you're wiping out whites. So what happens is the Ku Klux Klan starts attacking not blacks, Republican conventions, for example, in New Orleans, in the Republican convention in Louisiana. The Klan joined with the New Orleans police, joined with the New Orleans mayor, Democrats. They attacked physically at the convention in New Orleans, Republican convention. They killed 40 blacks, killed 20 whites, they wounded 150 others. 1868 they put out a push card in South Carolina and it listed what they call the radical members of the South Carolina legislature. Now push cards about the size of baseball card is put up by the Klan. Then put it out, it had the pictures of 63 legislators that needed to be wiped out in South Carolina. 50 of those legislators were black, 13 were white. Now they were all 63 Republican. On the back of the card, it gave you the name of each legislator so you know you're trying to kill. Congress starts these hearings on this group called the Klan and they have hearings and so they bring in Democrat leaders that under oath from these Democrat states that yes, the Klan belongs to our party. This actually in Congress, 1872 the hearings is a 13 volume set of hearings in Congress. Unequivocally Democrats say the Klan is ours and belongs to us. It's there to restore Democrat control in the Southern states. Those guys who lived through it made it very clear. For example one of the early black congressmen was John Roy Lynch. Another early black congressman was Richard Cain and they're having to fight the Klan physically for their own safety. They go armed to Congress because of the Klan attacks. These guys said if we as blacks would simply stop voting the Republican ticket, if we would agree to vote the straight Democrat ticket, all the violence against the Klan.",negative,negative,neutral
@by.outifull_video_6834159409606806789.txt, This is the song滿意計! We are Dasuryoua.,neutral,neutral,neutral
@c00l_breez54_video_7358528229487004971.txt," Thank you, Mr. Chairman. Mr. Mayor, we do not have a country without a secure border. And we cannot have a safe country. We cannot protect our own democracy without protecting our elections. That is a fact. The open border is the number one issue across America and pull after pull. And that is exactly why this committee impeached you. Mr. Secretary, the oversight project released a bombshell report last night on your connection to the dark money in geo-industrial complex of illegal immigration. I know you saw this from one of my colleagues just earlier. They found flyers throughout the Resource Center, Matamoris, Refugee Camp in Mexico telling illegal aliens, reminder to vote for President Biden when you are in the United States. We need another four years of his term to stay open. I witnessed this saw the flyers also being handed out to migrants who were using RCM for assistance in coming to the United States. In an audio recording, the founder of RCM Gabby Zavala, by the way, we maybe should subpoena her to the committee, agreed that they need to help as many people as possible before President Trump gets reelected. RCM is an operation that houses functions for the Hebrew Immigrant Aid Society, which helps migrants in or the United States, and you're familiar with their work. We know that you served as a former board member of this group that funds illegal immigration. And they're very proud of you, Mr. Secretary. They congratulate you on your nomination. You worked as a board member of an NGO that is working in conjunction with other NGOs, which are not only financing the invasion of the country, but also telling illegal aliens to vote in the United States elections. They are telling illegal aliens, non-citizens, to come vote for Joe Biden. That's your boss. This is corruption at the deepest level. As a matter of fact, I would call it treason. It's treason because these people have declared war on our citizens by raping our women, our children, and murdering people. Like Lake in Riley, you're familiar with her, right? Congressman, our part breaking. Are you familiar with Lake in Riley? I am familiar with the case. You should have deported her so that she could be alive today. Her parents would have appreciated that. And also Kayla Hamilton, who was brutally raped and murdered by a cartel member. Her mother came and spoke to us. She didn't deport him either. You let him in the country. You, Mr. Secretary, have allowed over 10 million illegal, probably higher than that could be closer to 15 million. We don't know. To invade our country, you've allowed the cartels to make billions and billions. As a matter of fact, you're probably the best business partner they could ever have. They make all this money in human trafficking and drug trafficking in our border. You've allowed approximately 300 Americans to be murdered every single day from fentanyl that comes across our border. And now you're aiding NGOs to steal our elections through your budget. I demand proof of citizenship in our elections. And that is something every single member of Congress should care about. We don't need illegal aliens voting in our elections. We're supposed to be here talking about your budget, but we're talking about how money is being used to make sure people come into our country are able to get a social security number in which they can register to vote. And on that note, Mr. Mayor, I demand that Chuck Schumer holds your impeachment trial in the Senate. Because that's exactly what we should be focused on right now. Mr. Chairman, I yield the remainder of my time.",negative,negative,negative
@caitlinnewswrites_video_7243829805165055274.txt," I was recently in Washington, D.C. because the television station where I work was awarded a service to America award and we stopped by the U.S. Capitol So I want to take you along. That's the obviously the U.S. Capitol building and that's me. We started off with a meeting with our congressman and then his staff took us around the building. So come along, obviously the escalators, walking through the U.S. Capitol pretty surreal. This area is called the crib. People are known to actually bury there. This is the rotunda with beautiful artwork. The next set of stairs should look familiar. It's the inaugural staircase the president comes down and we got to listen to session.",positive,positive,neutrak
@cali_nostalgia_video_6942875814040014086.txt,,,,
@cali_nostalgia_video_7022048479266606341.txt,,,,
@callingoutallbs_video_7103480583107480878.txt," This is Angeli Roman Gomez, the woman who drove 40 miles to save her children at the Yvalde shooting. And what we can learn from her is bravery has no gender, no age and no size. This woman was arrested by the police and then broke from her handcuffs, jumped off and saved her children because bravery can't be trained and sometimes bravery doesn't follow rules. Bravery can't be bought. It comes somewhere from someone's heart, but cowardice can be bought and it comes at a high price and that's the lives of our children. A good bravery stands and acts while cowardice stalls and makes excuses. And given the chance, all these parents would have acted to save their children. But sometimes bravery is stopped by cowards.",positive,positive,neutral
@callshaman_video_7270919857619750186.txt, All eyes metter! All eyes metter! All eyes metter! No justice! No peace!,negative,negative,negative
